Message,Label,Source
"招聘年輕演員拍開箱片(電動器材用品店)
 
 *要求20-35歲，樣子甜美，口齒伶俐，需自拍一條1分鐘自我介紹片send俾我*
 
 日期 : 7月尾
 時間 : 下午(通常4小時)
 地點 : 旺角分店內
 薪金 : $250/hr
 
 職責 : 協助拍攝幾條短片，有稿背，會放上fb ig yt
 要求 : 有相關經驗優先
 衣著 : 有衫提供
 
 如有意請WhatsApp近照到56887266並註明年齡
 
 📣📣📣📣返工前請留意：
 -預早5-10分鐘到達工作地點，遲到有機會取消工作
 -開工前需自拍報到，如需離開工作崗位超過十五分鐘要通知
 -工作時需積極主動，唔好不停玩手機
 -工作期間會有主管不定時抽查，無故失蹤者（包括工作期間）請勿打擾",normal,Moovup
"招聘銀行信用卡銷售員
 
 日期 : 即日
 時間 : 12:00-20:00（彈性時間工作）
 地點 : 九龍/香港/新界
 月薪: 底薪+佣金 可達35k或以上
 福利：在職培訓、醫療、有薪年假、良好晉升機會
 
 職責 : 戶外銷售信用卡產品
 要求 : 中五學歷以上，有責任心，勤力，上班準時
 
 如有意請WhatsApp近照及CV到56887266",normal,Moovup
"政府工程竣工典禮
 招聘靚靚禮儀大使
 
 *一定要有Comcard ，call time 2:45pm，要求20-40歲，必須化妝，160cm以上*
 
 日期 : 12月12日(四)
 時間 : 3pm-7pm
 地點 : 觀塘海濱公園
 薪金 : $500/Job
 
 職責 : 一般接待工作，引領嘉賓上台及現場一切瑣碎工作
 要求 : 黑長髮，必須化妝，基本英語對答，醒目，態度友善
 衣著 : 有T，外套及黑長褲褲提供，自備乾淨白波鞋
 
 如有意請WhatsApp Comcard到56887266並註明年齡
 
 📣📣📣📣返工前請留意：
 -預早5-10分鐘到達工作地點，遲到有機會取消工作
 -開工前需自拍報到，如需離開工作崗位超過十五分鐘要通知
 -工作時需積極主動，唔好不停玩手機
 -工作期間會有主管不定時抽查，無故失蹤者（包括工作期間）請勿打擾",normal,Moovup
"短期兼職夜班月餅生產/包裝員(6天輪休)
 
 工作時間 :
 20:30 – 05:30 / 21:00 - 06:00 / 21:30 - 06:30
 
 時薪可達$85
 
 **另設新人獎可達$2,000**
 (需在7月14日至7月18日期間入職)
 
 福利 :
 - 冷氣廠房
 - 免費膳食
 - 免費跨區廠車 (天水圍、上水、大埔、九龍塘)
 
 招聘日
 🔜廠房招聘週
 日期：7月14日至7月18日 (星期一至五)
 地點︰大埔工業邨大富街14號
 時間︰09:30 - 17:00 (午膳時間 : 12:30-13:30)
 
 🔜黃大仙中心美心烘焙所招聘
 日期：7月14日 (星期一)
 地點︰九龍黃大仙中心南館地下G11號舖 (地鐵站C1出口)
 時間︰14:30 - 17:30
 
 🔜上水新都廣場美心餅店招聘
 日期：7月17日 (星期四)
 地點︰新上水新都廣場(地下)106b號舖
 時間︰14:30 - 17:30
 
 🔜未能出席以上招聘日，歡迎到廠房面試：
 面試地點: 大埔工業邨大富街14號
 日期: 星期一至星期五 (公眾假期除外)
 時間: 09:30 – 17:00 (午膳時間: 12:30-13:30)
 
 📍申請者請帶備以下文件面試 :
 1. 香港身份證 2. 簽證書（如有）3. 銀行卡 4. 住址證明
 有意應徵者，歡迎致電或whatsApp 6393 5702 https://wa.me/85263935702查詢
 (申請人提供之資料將絕對保密及只作招聘用途)",normal,Moovup
"兼職快餐服務員招聘日 - 無需預約，即場面試！
 應屆DSE畢業生請注意！
 踏出職場第一步，累積工作經驗
 
 日期：6月20日、24日及27日
 時間：上午10:00 – 下午5:00
 地點：旺角奶路臣街38號麥花臣匯香港遊樂場協會優才發展及交流中心3樓 308室
 
 時薪：$70
 工作內容：於跑馬地馬場 / 沙田馬場快餐區工作，為客人出餐，協助開檔及收檔
 
 歡迎DSE畢業生及無經驗人士申請！
 
 聯絡及查詢
 查詢：6110 5055
 應徵者須年滿18歲並出示有效身份證明文件。
 香港賽馬會為平等機會僱主，所收集的個人資料只作招聘用途。",normal,Moovup
"上水📍招聘大量倉務員
 星期一至日穩定更期，長返優先❤️
 9小時工作，1小時食飯（包飯鐘）
 
 日更倉務員📦
 🔔1300-2300 $650
 
 *通宵更*倉務員📦
 🔔2200-0800 $700
 
 Whatsapp 51104722
 https://wa.me/85251104722",normal,Moovup
"Company：The FS Winner Marketing Group
 Position：Sales & Marketing Executive
 💰 Salary：15-25k Base & Commission
 ✅ Benefits：Clear Career Path, Business Trip: Thailand, Taiwan, Singapore, Malaysia, etc,
 ⏰ Time：1000-1800 Flexible DayOff
 📍 Place：TST
 
 🔥 Duties：Brand Promotion (Roadshow and Events), Increase Brand Awareness
 ‼️ Requirements : Outgoing and Good Communication skills, Welcome Fresh Graduates
 
 ☎️ Please Whatsapp 54980242 for more information",normal,Moovup
"公司名稱：HC marketing limited
 招聘職位：marketing assistant parttime
 💰薪酬：6000-8000
 ⭐️員工福利：bonus
 ⏱️工作時間：可面議
 📍上班地點：太子
 
 💻工作內容：
 ✅協助不同合作機構
 推廣教育及醫療品牌 營銷策略設計
 
 ✅與客戶溝通
 助客戶了解相關資訊 協助售後服務
 
 ✅籌劃活動
 協助機構塑造品牌形象
 
 職位要求：
 - 願意學習💪
 - 積極主動🫵
 - 良好溝通協作能力🗣️
 - 18-24歲大專大學生👩‍🎓👨‍🎓
 - 香港永久性居民👩🏻‍💼🧑🏻‍💼
 - 工作經驗不拘🫡
 
 🙇🏿‍♂️如有意可Whatsapp : 68093455🙇🏿‍♂️",normal,Moovup
"公司名稱：PTC limited company
 招聘職位：Promoter
 💰 薪酬：$80-90/Hr
 ⏰ 工作時間：一星期需要三至五天，時間彈性
 📍 上班地點：太子
 🔥 工作內容：幫助上市公司做推廣策劃活動，back office online customer service，跟進客戶售後服務。
 
 ‼️ 其他要求(選填)：勤力，守時，有責任心，團隊合作，良好溝通。
 
 🙇🏿‍♂️如有意可Whatsapp : 6709 2320🙇🏿‍♂️",normal,Moovup
"👨🏻‍✈️保得物業管理有限公司👨🏻‍✈️
 
 招聘康樂助理 / 高級康樂助理‼️
 📍赤柱大潭區/(筲箕灣有免費接駁巴士直達)
 💰月薪 : 16K – 17.5K
 
 📆每週工作5.5天，9小時工作
 📈良好晉升機會
 ✅包每天膳食
 ✅穿梭巴士接送
 
 職責:
 負責一般會所康樂事務及解答客戶查詢🔍
 
 🎉其他福利:
 - 醫療保險
 - 超時工作津貼
 
 有意請聯絡:
 Whatsapp 56811240✅
 致電28139877王生✅",normal,Moovup
"⭐️日常茶室⭐️
 
 👨‍💻招聘職位：早更侍應/夜更侍應/樓面主任
 
 💰薪酬：$15500+/$19000+/$21000+
 
 🎉員工福利：膳食，有薪年假，勞工假，生日假，營業額達標獎金💰等等
 
 ⏰工作時間：每週6天工作
 早更侍應：0730-1630
 夜更侍應：1130-2130
 樓面主任：1200-2200
 
 📍上班地點：將軍澳
 
 🔥工作內容：接待客人，安排座位，落單，傳菜，其他樓面工作💼
 
 其他要求(選填)：
 ⭐️主動、勤奮、有禮
 ⭐️有餐飲經驗更佳
 
 ☎️ 有意請Whatsapp 55778380 約見
 
 Whatsapp https://wa.me/85255778380",normal,Moovup
"⭐️Kai Fei Company⭐️
 
 👨‍💻招聘職位：高級時裝Sales
 
 💰薪酬：$15000-$18000
 
 🎉員工福利：醫療津貼、勤工獎、化妝津貼、花紅（連花紅人工可高達$27000）💰
 
 ⏰工作時間：每週五天工作11:30-8:00，輪休
 
 📍上班地點：鰂魚涌
 
 🔥工作內容：主要銷售高級女裝👚處理門市及網上訂單
 
 其他要求(選填)：
 ⭐️主動、勤奮、有禮
 ⭐️有1年或以上銷售經驗
 
 ☎️ 有意請Whatsapp 90135309 約見",normal,Moovup
"🏢美容連鎖集團招募
 
 👨‍💻招聘職位：美容學徒 推廣助理
 
 💰薪酬： $16k起
 
 📍上班地點：尖沙咀/荔枝角
 
 其他要求:
 ⭐️良好溝通
 ⭐️積極優先
 
 ☎️ 有意請Whatsapp ‪+852 6271 6851‬ 約見",normal,Moovup
"🏢AIA保險公司團隊
 
 👨‍💻招聘職位：兼職秘書
 
 💰薪酬： $70-$80/HR
 
 ⏰工作時間：每星期兩至三天 (時間可彈性安排)
 
 📍上班地點：觀塘
 
 🔥工作內容： 文書事務、處理客戶文件、處理信件、回覆電郵、活動策劃
 
 其他要求:
 ⭐️中五學歷或以上
 ⭐️懂電腦基本操作Microsoft Office
 
 ☎️ 有意請Whatsapp NIKI 62387745 約見",normal,Moovup
"🏢時尚品牌連鎖專門店
 
 👨‍💻招聘職位：聖誕兼職店舖助理
 
 📆工作日期：即日起至 2024年1月31日
 
 💰薪酬：$680日薪
 
 ⏰工作時間：9:30-19:00 / 12:00-21:30 (可與店舖經理協商)
 
 📍上班地點：中環、尖沙咀、銅鑼灣、金鐘 (工作地點會因應人手需要以作安排)
 
 🔥工作內容：提供顧客服務，協助日常店鋪運作，整理貨品、貨架，維持貨倉整潔。
 
 其他要求(選填)：
 ⭐️深色髮色，儀容整潔。
 ⭐️每週最少能夠工作三天或以上。
 
 ☎️ 有意請Whatsapp 余小姐 5591 4968 約見",normal,Moovup
"公司名稱：Mama Mia! Pizzeria
 招聘職位：Cashier
 💰 薪酬：18K
 ✅ 員工福利：每月8天例假，每年12天大假
 ⏰ 時間：1130-2130
 📍 上班地點：九龍城區工作 (鄰近港鐵站)
 🔥 工作內容：
 - 負責日常收銀工作
 - 核對和檢查現金
 - 負責跟進外賣訂單及處理外賣包裝等工作
 - 負責鋪頭清潔工作
 
 ‼️ 其他要求
 - 熟悉POS運作
 - 能以英語和廣東話書寫及溝通
 - 誠實、善於溝通
 - 良好的客戶服務態度
 
 ☎️ 有意請WhatsApp Raymond Mak 9516 6436約見",normal,Moovup
"公司名稱：Panda Media Limited
 招聘職位：Indoor Promoter
 💰 薪酬：日薪$380（返齊四日日薪$420）
 ⏰ 工作時間：1:00pm-7:00pm/12:00nn-6:00pm
 📍 上班地點：港島/九龍/新界
 🔥 工作內容：宣傳App優惠計劃+派發禮品
 👕 衣着要求：有Tee提供，黑色長褲及波鞋
 ‼️ 其他要求：
 有推廣員及銷售經驗優先
 
 有意請WHATSAPP ☎️",normal,Moovup
"公司名稱：The FS Ignite Marketing group
 招聘職位：Sales & Marketing Internship
 💰 薪酬：10k-20k 豐厚佣金及獎金
 ✅ 福利待遇：年輕團對+愉快工作氛圍+在職培訓
 ⏰ 工作時間：彈性工作時間
 📍 上班地點：尖沙咀
 🔥 工作內容：為品牌進行推廣，建立品牌形象，進行室內外營銷推廣工作
 
 ‼️ 其他要求：
 外向及良好溝通技巧
 歡迎應屆畢業生/兼職
 
 有意請WHATSAPP send CV",normal,Moovup
"公司名稱：Manulife Rocket Team
 招聘職位：財富管理經理
 💰 薪酬：10k-50k 另加佣金
 ✅ 員工福利：專業執照全額津貼+職前培訓
 ⏰ 工作時間：彈性工作時間
 📍 上班地點：牛頭角
 🔥 工作內容：為客人提供全面理財分析，建立自己的活力團隊
 
 ‼️ 其他要求：
 中五畢業以上，大學畢業優先考慮
 
 有意請WHATSAPP 約見 ☎️",normal,Moovup
"Educational Co-ordination $12000
 Main duties include:
 • Assist in administration of education programmes
 • Receive and manage attendee registrations
 • Assist in marketing and promotion of education programmes
 • Provide preparation and on-site support during events
 Requirements
 • fluent English and Chinese (Cantonese) required
 • must have good typing skills
 • must be well organized
 • must be able to multitask
 • must be highly proficient in microsoft office - word, excel
 • proficient with adobe software - photoshop, illustrator, (preferred but not required)",normal,Moovup
"Senior Education Consultant $23000
 Education Consultant $20000
 
 Responsibilities:
 • Provide overseas education consultation and information to students/parents
 • Administer lodgment and completion of student applications
 • Handle enquiries and administrative duties related to student recruitment
 • Participate in ace and its clients’ marketing activities and projects
 • Build and maintain a good relationship with students, parents and institution partners
 • Travel overseas to attend workshops and visit partner institutions when needed
 Requirements:
 • An appropriate university degree and overseas study experience, preferably from Australia or the UK
 • Good understanding of the local and overseas education industry
 • Excellent presentation and communication skills
 • Good team player, service-oriented, self-motivated, responsible, and hardworking
 • Good verbal and written English and Chinese, ability to speak Mandarin is preferable
 • Application for Senior Education Consultant would require no less than 3 years of relevant working experience, an advantage in a related service industry
 • Candidate with less experience will be considered as Education Consultant
 • Immediate available is preferred",normal,Moovup
"誠聘
 全職萃茶師
 
 - 月薪：$16000-高達$19500
 - 工作時間: 8小時+1小時用膳
 - 輪休假，月休5天
 - 有薪年假、勞工假
 -旅遊津貼 $4000
 -新人獎金 $1000
 - 生日假
 - 營業達標獎金
 - 勤工獎金、加班津貼、優質服務獎金
 - 強積金
 - 員工醫療保險
 - 提供在職培訓，良好晉升機會
 
 工作要求：
 有團隊精神、主動積極、誠懇有禮、守時、富責任感
 訓練基本職能/
 進階管理及銷售能力/
 區域經理及店長培訓/
 學習茶知識
 
 有意者，請Pm
 wa.ma/85251179165‬ (李小姐)",normal,Moovup
"公司背景：全球其中一間最大的私人英文教育機構。
 Sales Executives (Telesales)
 職位空缺： 16 位
 
 月薪：HK$15K – 16K
 佣金：頭3個月有迎新佣金 (HK$2,000)，之後按銷售表現計算
 福利：10天年假，第二年15天，第七年20天，醫療及人壽保險
 
 上班地點：中環、銅鑼灣、旺角、觀塘、葵芳
 
 上班時間： 輪班制
 星期一至五： 1200 – 9:00PM
 星期六： 1200 – 8:00PM
 星期日： 1100 – 6:00PM
 
 每月休假7天
 
 please wtsapp 96899529 if interested",normal,Moovup
"美容院Receptionist 👧🏻
 歡迎應屆畢業生
 
 Salary
 •14+1k
 
 Job Highlights
 •清晰晉升階梯及良好工作前景
 •接待顧客及為顧客安排預約服務
 
 Job Description
 職責:
 • 接待顧客及為顧客安排預約服務
 • 一般文書工作
 
 要求:
 • 中五程度或同等學歷
 • 歡迎應屆畢業生
 • 工作地點:銅鑼灣 及 尖沙咀
 
 優厚福利:
 • 星期日及勞工假休息
 • 例假高達6天
 • 有薪年假10天起
 • 每月免費療程及員工優惠
 
 for more details pls wtsapp
 96899529",normal,Moovup
"公司秘書
 文憑或以上學歷，或有1年秘書/行政經驗者更佳（歡迎應屆畢業生/ 轉行人士）
 在職培訓、每月津貼、發展機會、醫療福利、年假
 5 DAYS 薪酬待遇
 崗位職責：
 為上司及團隊的事務提供協助和支援；
 負責編排、記錄上司的事務，包括會議、外出、培訓等；
 處理郵件、電話、文件等其他行政職責；
 完成上司分配的各項事務
 
 工作要求:
 文憑或以上學歷更佳（歡迎應屆畢業生）；
 歡迎轉行人士，有1年秘書/行政經驗者更佳；
 能進行中英文書面及口語溝通即可，操流利普通話更佳；
 良好的溝通和人際交往能力；
 獨立、守時，能處理不同事務；
 注重細節，條理清晰，有責任感；
 熟悉Microsoft Office和中英文拼寫
 
 12-18k視乎經驗
 
 Email: joy.hr2022@gmail.com",normal,Moovup
"將軍澳烈酒專門店
 全職和兼職烈酒店長
 
 工作地點-
 將軍澳店
 
 職責-
 提供顧客服務,處理店務
 
 學歷要求-
 中六程度 歡迎大學生
 語言能力要求
 普通話, 英文, 廣東話
 有烈酒 /啤洒零售經驗優先
 良好顧客服務及溝通技巧
 
 工作時間-
 每週最低工作日數 3天, 每星期必須工作最少30小時 時薪$70
 
 可享有銷售佣金,員工購物折扣優惠
 
 有意者請WhatsApp
 65893993",normal,Moovup
"西貢Bakery & Cafe🥧☕️
 
 兼職店舖助理
 Part time Shop Assistant
 
 📍上班地點: 西貢
 ⏰時間:每天8-10hrs (另議)
 💰時薪: $60-$75/hr (視乎經驗)
 無經驗也可
 (每週能工作3-4天, 包括星期五,六,日)
 
 工作內容:
 -協助店舖日常運作; 為客點餐, 並提供食物及飲料; 負責沖調咖啡飲品，製作簡單食物
 -店舖日常預備工作, 包括叫貨及展示產品
 -店舖清潔工作
 
 要求:
 主動,有餐飲,咖啡廳,工作經驗為佳
 良好英語及普通話，流利廣東話
 積極主動、富責任感及團隊精神
 
 有興趣請Whatsapp
 wa.me/85266824820
 
 包括以下資料:
 1. 年齡, 性別,相片近照(正面)
 2. 應徵職位
 3. 可上班日子
 4. 相關工作經驗
 5. 期望薪金",normal,Moovup
"Education Centre 請人👩🏻‍🏫👨🏻‍🏫
 
 Full/Parttime Receptionist
 (如果係大學生返工時間需要上Zoom堂都可以)
 Full time: 15k
 part time:另議
 
 Location: 紅磡 (土瓜灣附近)
 
 更多詳情/有興趣請Whatsapp Gianne
 wa.me/85269229578",normal,Moovup
"九龍城中式餐廳請侍應
 (長期Part-time)🍴
 歡迎學生，有經驗優先
 💰 $300/日，每更5小時 (包膳食、飯鐘)
 ⏰逢星期二、五、六、日 5:30-10:30PM
 *可以返足7日
 
 現金出糧，每半個月出一次，1號&16號
 
 要打齊2針
 
 for more details pls wtsapp
 69229578 Gianne",normal,Moovup
"(兼職筍工)在家工作上架員
 
 上期大受歡迎，今Po繼續，不過性質有小小唔同，今次係協助店主找更多貨品上架平台
 
 工作：工作簡單，協助聯絡供應商及商戶上架產品，聯絡內容複制貼上即可，無須思考
 
 地點：在家工作
 
 時間：不限，完成指完工作即可。
 
 合作費用：高達$100/job，Whatsapp for details
 
 面試：毋須任何面試，表現好自然獲繼續，最佳表現者有機會獲進入核心銷售團隊(需面試)，合作費用將獲提高，視乎表現而定。
 
 過數：Payme
 
 由於筍工，查詢眾多，回應需時，請先Whatsapp 68485473，於想做的工作編號/名稱注明：#upload，合資格者將會獲通知加入該份工作群組。",normal,Moovup
"兼職打字(短期)
 
 職責：協助老闆打所需要資料
 
 地點：觀塘。
 
 時間：星期六/日 6小時，有需要將延長2小時。
 
 面試：需要約時間當日面試，通過後即日工作。
 
 日薪：$640-$800/6-8小時
 
 出糧：現金
 
 由於查詢眾多，回應需時，請先Whatsapp至68485473，注明：#type，介紹自己，如合資格，將獲聯絡。",normal,Moovup
"在家工作 文稿投稿員 高達$1,000/篇
 
 100字：$100
 500字：$500
 1,000字：$1,000
 
 職責：寫出符合主題的稿件，發佈在平台，每期主題不同，字數不同，根據字數有相應賞金，長期徵稿(每期有申請截止時間)
 
 須加入群組(不會顯示電話號碼)，群內統一發佈稿件主題、主題要求、參考稿、條款細則及公布中稿人。
 
 地點：在家工作。
 
 時間：不限，完成指完工作即可。
 
 面試：毋須任何面試，須過稿，過稿10篇者有機會簽約長期合作。
 
 出糧：Payme/轉數快
 
 由於筍工，查詢眾多，回應需時，請先Whatsapp至68485473，注明：#article，將會獲發表格一次過通知參加。",normal,Moovup
"(兼職筍工)在家工作上架員：大量第一貨源產品，包括奢侈品、大中型品牌餐飲券、大中型品牌衣物、超市海味鮑魚等大量零售產品，需要於不同平台/網站上架產品/服務。
 
 只須於各大社交平台上架童裝即可賺每件產品$20-$100(視乎產品)，另+佣金$20-$100佣金(視乎產品)，上限合作最多1,000個產品。
 
 產品每期不同，可按興趣上架產品，以賺取佣金。
 
 上架時間：至少一星期或以上(因應產品而定)
 
 工作：於平台上架產品(複制貼上即可)。
 
 地點：在家工作
 
 時間：不限，完成指完工作即可。
 
 面試：毋須任何面試，表現好自然將獲推荐上架更多產品，最佳表現者有機會獲進入核心銷售團隊(需面試)，佣金將獲提高，並且上架合作最多1,000個產品，賺取更多佣金，視乎表現而定。
 
 出糧：Payme
 
 由於筍工，查詢眾多，回應需時，請先Whatsapp回覆#Sell。將會獲發表格一次過通知參加。",normal,Moovup
"(兼職筍工)貼告示
 
 需往各大廈張貼政府部門通告，每小時$70-$150(視乎熟手程度)，工作時間0900-1600，有機會OT，接Order工作。
 
 條件要求：
 
 1. 必須身體健康，具備體力;
 2. 需對街道熟悉；
 3. 並且達到指定貼告示數量。
 
 即日出現金，有興趣Whatsapp報名編號：#2311",normal,Moovup
"(兼職) 投稿員
 
 在平台上發布指定文章。
 
 報名要求：
 1. 不限時間和地點
 2. 18歲以上，準時交job，認真。
 
 工作報酬：
 按完成量計算，約$50-$300/日，即日現金出",normal,Moovup
"(兼職筍工)貼通知
 
 需往各大廈張貼政府部門通告，每小時$70-$100(視乎熟手程度)，工作時間1400-1800，有機會OT，具備體力，需對街道熟悉，並且達到指定貼通知數量。",normal,Moovup
"(兼職)IG POST 圖片設計
 
 每小時$40-$80，工作時間1400-1800，每週三至五天，輪休，每天工作4-6小時
 
 須有設計經驗，協助IG 管理員設計圖片，包括時事圖片、產品圖片。",normal,Moovup
"(兼職)Wordpress網站編輯
 
 每小時$40-$50，工作時間1400-1800，每週三至五天，輪休，每天工作4-6小時
 
 協助管理網站，須懂Wordpress，具備一定電腦技巧。",normal,Moovup
"IG出文員 每小時$40-$50，工作時間1400-1800，每週三至五天，輪休，每天工作4-6小時
 
 定時定候協助FB專員出文",normal,Moovup
"電腦配件用品Promoter
 -2025年11月29, 30日& 12月6, 7,13,14, 20, 21, 24, 25, 26, 27日 (Total 12日)
 -11:00-19:00
 -$70/時薪(45分鐘有薪飯鐘)
 -將軍澳千色店
 -必須去office上 1小時training
 
 工作範圍：
 -鍵盤, 硬碟,電競椅等電腦配件銷售
 -開朗主動, 認真準時
 
 申請職位,提供英文全名和近照
 Whatsapp 5148 4729 彭小姐
 https://wa.link/n5iiu2",normal,Moovup
"試飲宣傳車promoter ⭐
 ⭐🛻11月26日-12月9日 (14天)
 💰$85/時薪
 📅平日一至五: 11:00-15:00
 📅星期六&日: 13:00-17:00
 (協助 *特別外勤* 的同事每日多+$100津貼)
 
 -港島九龍旺區遊走不同點, 每日一個地方
 -幫手宣傳新飲品, 協助試飲
 -有大會上衣, 自備長黑衫&黑/白淨色波鞋
 -至少可返4日或以上優先
 -要求熱情主動， 有活力有責任心
 
 有興趣申請者, 請連同英文全名&近照 whatsapp 51484729 彭小姐
 https://wa.link/n5iiu2",normal,Moovup
"名牌時裝店務助理
 
 -10月18 至 31 日
 -10:00AM to 19:00PM
 -TST 廣東道 上班
 -時薪$70+5*(1小時無薪飯鐘)
 **已報更份無遲到，早退，及缺席者，每小時可獲 $5 獎金
 
 工作要求:
 -自備全黑衫褲, 黑色波鞋
 -協助推銷產品及取貨等...
 - 報更日數較多者優先考慮
 
 如有興趣請回覆英文全名及近照 whatsapp 51484729 彭小姐
 https://wa.link/n5iiu2",normal,Moovup
"CWB名牌開倉活動助理
 -10月14- 20日
 -約09:30-22:30 (有全日 / 晚更)
 -每小時$70+5* (45分鐘無薪飯鐘)
 -已報更份無遲到，早退，及缺席者，每小時可獲 $5 獎金
 -銅鑼灣上班
 -黑衫，黑長褲，深色波鞋
 -攞貨，基本客戶服務
 
 ✳如有興趣者, 請將英文全名，近照Whatsapp 5148 4729 彭小姐
 https://wa.link/n5iiu2",normal,Moovup
"戶外用品店-兼職售貨員
 -$80/ 時薪
 -星期一至六 14:00-20:00
 -星期日/公眾假期 13:00-19:00
 -旺角上班
 
 -負責產品銷售
 -為顧客提供產品介紹
 -負責協助店舖一般是事務
 -有相關零售經驗者優先
 -性格開朗外向，工作積極主導，有責任感
 
 申請職位,提供英文全名和近照
 Whatsapp ONLY 蔡小姐 6982 8619",normal,Moovup
"**誠聘見習或有牌地產代理** 🌟
 
 *工作時間*：8～9小時（彈性上班時間）
 📍 **工作地點**：尖沙咀 / 佐敦 
 💰 **薪金**：$7500 + 佣金 
 
 ## 職位要求：
 - 中五學歷
 - 無經驗亦可考慮
 
 ## 工作內容：
 - KOL拍攝及制作
 - 協助客戶買賣物業
 - 提供專業地產諮詢
 - 學習並參與市場推廣活動
 
 ## 我們提供：
 - 完整的培訓計劃
 - 專業的指導與支持
 - 優厚的佣金制度
 
 陳生：98280157
 我樂於教導或培養新人，讓你投身地產行業，實現財富自由！買車買樓無難度！
 快來加入我的團隊，開啟地產事業之路！",normal,Moovup
"銀行電話銷售-（信用卡貸款和個人貸款）
 
 -星期一至五 9:30AM - 6:30PM
 -月薪$16,000-25,000
 -另設月佣+季佣+年終獎
 -北角上班
 
 工作內容/要求:
 -於銀行熱線中心內電話行銷
 -向現有客戶推廣個人貸款和信用卡產品
 -推廣服務及產品優惠, 提供在職培訓
 -主動積極、具良好聆聽、溝通及銷售技巧
 -基本電腦運用經驗
 -必須中五/DSE或以上程度, 歡迎畢業生
 -熟悉電話或其他行業推銷經驗均可優先考慮
 
 申請職位,提供履歷和近照Whatsapp 5148 4729 彭小姐",normal,Moovup
"全職售貨員
 
 月薪:
 17000-22000/月薪
 
 時間:
 10:00-20:00/14:00-00:00
 09:30-19:30/13:30-23:30
 
 地點: 旺角/ 佐敦/ 中環/ 灣仔/ 觀塘/ 大圍
 
 內容:
 -解答客人問題
 -維持貨場整潔
 -向客人推銷手機配件貨品
 -流利粵語
 
 申請職位,提供履歷和近照
 Whatsapp 陳先生 9430 4597",normal,Moovup
"招聘職位:地產KOL
 職位類型: 全職
 月薪: 可底薪+佣金
 工作時間: 9小時
 地點:尖沙咀
 
 內容:
 - 主要負責拍片同剪接介紹樓盤
 - 協助客戶買賣物業
 - 提供專業地產諮詢
 - 學習並參與市場推廣活動
 - 尋找新客户
 工作要求:
 -中五或DSE畢業
 -18歲以上
 
 如有興趣者，請連Whatsapp 9828 0157 陳先生",normal,Moovup
"酒店節日食品-售後服務助理(短期)
 
 -隨時可上班, 暫定到10月中
 -每星期可返3-5日
 -時薪$65+15*(包一小時飯鐘)
 *註:沒有遲到/早退/缺席，及每月上班日子滿指定日數，每小時+ $15
 -輪班 9小時工作
 -11:00-20:00(暫定)
 
 工作要求:
 -回答產品優惠查詢
 -協助回覆線上/線下的訂單售後服務
 -協助換領服務
 -良好廣東話及基本英文溝通、有禮貌、積極主動
 -需自備黑衫, 黑長褲, 深色波鞋
 
 如有興趣者，請連同英文全名、近照
 Whatsapp 5148 4729 彭小姐
 https://wa.link/n5iiu2",normal,Moovup
"兼職會計助理 (Whatsapp Taner#90222762 申請)
 日期: 10月尾開始; 為期大概6個月
 時間: 星期一至五; 09:00-18:00; 每星期2-3日
 地點: 香港國際機場航天城辦公室
 時薪: $70 (包飯+包飯鐘)
 職責: Filing/Data Entry/Admin Support/對單入機
 要求: 一定要6個月長期每星期都返到2-3日; 必須有相關Accounting/Finance工作經驗者; 識用MS Office(例如Vlookup,Pivot table等功能)優先考慮; 識打中文字; 細心及具備良好溝通能力",normal,Moovup
"室內空間記錄員 (Whatsapp Janice #6620 6697申請)
 
 沙田 10月13-24日, 09:00-18:00 (培訓日期: 10月10日10:00-12:30 )
 九龍灣 11月3-14日, 07:00-16:00 (培訓日期: 10月28日15:00-18:00)
 荔枝角 11月18-24日, 07:00-16:00 (培訓日期: TBC)
 
 *(只需逢星期一至五工作, 工作前需親身出席2-3小時有薪培訓)*
 時薪: $60(一小時有薪飯鐘)+$10(無遲到/早退/缺席)
 服飾: 黑色上衣(無Logo), 黑色長褲, 純色運動鞋
 職責: 用IPAD到工作地點(如無公司會提供), 觀察地點內人群狀況(例如什麼時段少人多人使用etc.)並進行簡單紀錄,
 要求: 番到全期優先考慮 , 懂英語簡單讀寫, 有相關工作經驗者優先考慮",normal,Moovup
