Message,Label,Source,Language
"有無人要搵工呀🥹
 分貨員helper（可兼職）
 日薪：$1030（收工即出）
 時間：自己揀，自由報更
 地區：觀塘|荃灣|元朗|銅鑼灣| 沙田
 歡迎19歲以上，無需經驗，炒散，長期有意者請詢問WhatsApp: 54158224",fraud,Threads,zh
"炒散活動助理 $500 即日糧
 需協助擺設產品，介紹產品，點算貨物等
 要求： 守時，態度主動積極，06年或以上
 時間： 1000-1500 / 1500-2000
 （有20分鐘休息時間）每週2-4日 六日可返優先 
 有意請cap圖 WhatsApp‪+852 5327 7742‬聯絡",fraud,Threads,zh
"急招兼職|炒散跟單執貨員
 (唔使搬重野 ，易上手工作）
 時薪：95蚊一個鐘 (當日做完即出）
 地點：荃灣，觀塘，屯門，沙田，旺角
 （兼職可自由報更）
 歡迎19歲或以上申請，返五個鐘以上包膳食 
 有意請 WhatsApp 6908 5105",fraud,Threads,zh
"香港招盲盒包裝員❗❗❗
 崗位：盲盒包裝員
 地點：粉嶺/尖沙咀/深水埗/銅鑼灣
 時薪：$110（即日Pay）
 時間：早更9-14/夜更17-22（pt可自由報更）
 職責：將公仔/玩具包裝入盒、貼價錢標、點貨
 歡迎17歲以上/有愛好盲盒類嘅工作者
 有興趣WhatsApp：8415 0458",fraud,Threads,zh
"大量招聘 貼label標籤理貨員（兼職，炒散）
 時間：9:00am - 2:00pm（自由報更）
 時薪：$95（即日現金出糧）
 地點：尖沙咀 / 荃灣 / 觀塘 / 屯門 / 新蒲崗 / 將軍澳
 簡單工作，有人教，唔使搬重嘢
 歡迎無經驗，需19歲或以上，有責任心
 有興趣麻煩直接 WhatsApp：6908 5105",fraud,Threads,zh
"📢 招聘｜自提點理貨員（冷氣地方工作）
 🧊 冷氣環境｜無需搬重物｜簡單易學｜有人教
 
 🕘 上班時間：
 📅 日日有工開｜🕒 09:00 AM – 02:00 AM（彈性報更）
 
 💰 時薪 $95 / 鐘
 📆 當日出糧（現金／轉數快）💸 無拖糧！
 
 🧑‍💼 要求：
 ✅ 06年或以上
 ✅ 無需經驗｜肯學肯做｜有責任心即可
 
 📍 地點可選：
 尖沙咀｜荃灣｜觀塘｜屯門｜新蒲崗｜旺角｜將軍澳
 
 📲 有興趣即 WhatsApp 報名 👉4452 2428",fraud,Threads,zh
"招炒散 萬聖節活動展覽 即時開工優先
 職位：活動助手，攤位幫手，Store Helper
 地點：沙田新城市，HKCEC，MOKO
 24/10-6/11要人，先到先得
 公司提供衫，自備長褲波鞋
 $900人工、日結同Cash都🉐
 10am-6pm/12pm-8pm（自由報）
 1日返3個鐘或者1個禮拜返1日都得
 Setup展位，產品擺設，派禮品
 有意請聯絡ws 9154 3214",fraud,Threads,zh
"大圍倉要兩個(男女都可)
 自由報更
 早更(一至六)09-18$520即日Fps
 夜更(一，二，五，六)
 1900-2300$280即日fps
 
 明天開始將軍澳要兩個長散派件(男女都可)
 早上10點至晚上8點
 $5.5一件 即日糧
 Wts 6792 9975",fraud,Threads,zh
"（超缺人）即日開工優先！！
 萬聖節🎃 - 聖誕節🎅
 
 招聘：19歲以上男女
 📍 地點：新界九龍區
 💰 時薪 ：$80 包飯鐘
 🕥 時間：7am - 12pm
 可報一日，自己揀時間返
 
 🗂 工作：前台登記人數，後台記貨品
 Whatsapp 44643719
 
 #搵工 #請人 #兼職 #炒散",fraud,Threads,zh
"🎯 招聘 自提點幫手（長短期皆可）
 🧑‍💼 06年或以上即可申請
 💸 時薪 $95｜即日出糧（現金/過數）
 🕒 更期自選：
 早 09:00-16:00｜晚 15:00-22:00｜夜 19:00-02:00
 👟 衣著：長褲＋波鞋即可｜有提供制服
 📞 有興趣 WhatsApp：6908 5105",fraud,Threads,zh
"聽講Threads請人好Work。
 公司想搵多啲生意，我自己條marketing team請人。上司正常人！
 我都係00後，有冇人想做我同事！
 
 Fresh Grad都請！
 有文職經驗/自問醒目嘅Fresh Grad快啲DM我！🥹
 
 Account Executive (Full Time)
 工作內容：
 負責對客見客、處理Admin工作
 Cold/ Warm call客人
 我哋嘅客源主要係 政府機構、NGO、學校、教會✨
 
 ◆ 大學學位/ high dip 學歷
 ◆ 0-1年經驗 （歡迎Fresh Grad）
 ◆ 可以獨立工作、有基本Office知識
 ◆ 中、英說話及書寫能力
 
 ☆ Full Time 16K-17K up（視乎經驗）
 ☆ 有醫療保險、meal allowance
 ☆ Mon- Fri 9am-6am 準時收工！
 ☆ 深水埗區返工
 
 唔係詐騙、唔係保險、唔係傳銷！
 有興趣可以留名or dm 我！",fraud,Threads,zh
"聽講係threads 請人好易🙂‍↕
 想搵個戰友同我一齊打大佬🫱🏻‍🫲🏽
 
 Pt跟單文員/客服🐠
 工作地點：香港仔
 番星期一至六 10-3pm 同我齊上齊落
 最好有客服經驗 識中文 識打字 識吹水就得
 可以痴線可以多野講 最怕你太文靜
 無辦公室政治 無人事糾紛 番工開心又一日
 因為你真正嘅同事只有我一個😂
 如果有興趣可以pm我再傾傾🙌🏻
 好想同你一齊番工啊！！！！！👺",fraud,Threads,zh
"兼职招聘：電話資料核對員無經驗可投，時間靈活！
 
 歡迎無經驗“白紙”、在讀學生、有意轉行的朋友，無需相關經驗
 
 • 工作地點：觀塘海濱道，坐擁海景的辦公環境
 
 • 工作時間：週一至週五 10:30-17:30，支持隨時報更，時間靈活適配學生/轉行人群
 
 • 薪資待遇：時薪$60-$80（ 多勞更優）
 
 • 核心工作：通過電話核對基礎資料，流程簡單、易上手，無需複雜技能
 
 • 企業背景：深耕超30年的上市集團
 
  歡迎聯絡
 wts:65048478",fraud,Threads,zh
"唔想返悶工？我哋搵緊Marketing同Sales戰友！
 
 唔想朝九晚五？我哋明！🦹🏿‍♀
 
 📍 觀塘區 | ⏰ 返12-6 | 💻 彈性WFH | 🎉 準時收工係認真的！
 
 我哋係一間Marketing公司，氣氛輕鬆，最緊要大家有膊頭、有創意。6點後？間唔中就會變成Party Room！
 
 如果你係：
 ✅ 鍾意同人溝通，唔怕挑戰Sales
 ✅ 對Marketing有諗法，想試新橋
 ✅ 享受團隊合作，但又自律可以WFH
 ❌ 詐騙 保險 傳銷 倫敦金 kamL 
 
 立即DM我哋個PM，傾下你嘅想法！
 （附上履歷更佳）
 
 #請人 #招聘 #marketing職位 #sales職位 #觀塘請人 #wfh #彈性上班 #公司文化 #hkjob #hkmarketing",fraud,Threads,zh
"聽講threads好容易請到人
 想搵一個肯做事，負責任嘅兼職助手
 幫手管理店鋪
 負責排貨，執貨，檢查庫存
 時薪$100
 有興趣wts我5686 6820",fraud,Threads,zh
"誠聘 兼職 採購助理 / 文員
 上班時間:(9.00-22.00) 自由報更
 每日 3 小時起
 薪酬：$270 / 3 小時，薪金安排靈活
 
 🔸 簡單文書處理、資料登記
 🔸 協助日常採購工作
 🔸 需懂基本電腦及手機操作
 🔸 無需相關經驗，提供指導，容易上手
 
 📲 有興趣請聯絡
 https://wa.me/85252044790 (Kathy Yip)
 
 旺角 銅鑼灣 尖沙咀 中環 沙田 屯門 觀塘 元朗 大埔",fraud,Threads,zh
"🤗Marketing公司宜家請人啦🤗歡迎應屆畢業生
 我哋主要為唔同品牌做推廣🌐
 有唔同Road show同大型Event
 
 如果你係尋求年輕又快樂嘅工作環境✨
 同時又追求彈性嘅工作時間🕐
 
 PT時薪$80-120/h (每星期至少返到3-4日)
 FT 月薪$16k-20k (一個月返到24日)
 過Probation後薪金會再作調整💵
 
 夠18歲又搵緊工嘅你就啱晒啦
 歡迎加入我哋呢個大家庭🎊
 就算冇經驗都唔緊要 只要肯學就得💪🏻
 大家有興趣的話就歡迎comment or DM我啦😎",fraud,Threads,zh
"誠聘｜店舖 Sales（全職 / 兼職）
 
 全職：$25,000 + 津貼
 兼職：$100 / 小時（放工即 Pay）
 🕒 更期可揀：
 • 09:00 – 13:00
 • 13:00 – 17:00
 • 17:00 – 22:00（彈性更｜上幾日都得）
 
 有興趣 WhatsApp：6440 1678",fraud,Threads,zh
"🎉【急聘！Event Helper 活動助理】🎉
 🗓 工作期： 11月 – 12月
 ⏰ 時間： 09:00 – 21:00
 💵 時薪： $110 / 小時
 👥 年齡要求： 19歲或以上
 💼 工作內容：
 🔹協助介紹產品
 🔹幫忙入場登記
 🔹整理及擺放產品
 🔹接待同支援顧客
 
 😄 有笑容就得！無需經驗，免費培訓！
 📲 有興趣即刻 WhatsApp：5470 5926（Janice）",fraud,Threads,zh
"‼展覽會請人‼
 早更 09:00 - 13:00
 午更 13:00 - 17:00
 💰 $400／4個鐘（收工即出糧）
 🧾 工作內容：
 幫手擺設展品、整理物料
 工作簡單易上手，男女都可
 ✨ 要求：
 準時、細心即可（無需經驗）
 📲 有意者請 WhatsApp：9882 4175",fraud,Threads,zh
"哈囉各位朋友ฅ^•ﻌ•^ฅ～
 聽講【脆】呢度好多人都想搵工，仲見到好多係搵緊internship、promoter同sales marketing～機會嚟啦！
 我哋公司請sales assistants 喇！！🥺✨
 
 ✅ 只要你：肯學、唔怕醜（因為點都要對客㗎嘛）～
 ✅ 職位：全職 / 兼職 都歡迎！
 
 💰 薪金：
 全職：$15000 up + bonus💰
 兼職：$8000-$12000 + bonus💰
 
 有興趣連埋CV一次過DM我🙇🏻‍♂
 Dm wts 就會覆得最快✔",fraud,Threads,zh
"屯門（廣場）popup 💫
 請人 請人 請人 📣
 歡迎長期兼職或全職都可以🙇🏻‍♂
 人工：$80/hr
 🙌🏻 過咗試用期有晉升加人工
 ⭐ 工作時間：星期一至星期日～10:00-22:00 🕣 （可半日）
 （有興趣嘅話工作時間都可以大家再夾吓）
 ⭐有薪食飯時間1小時 😋
 🙋🏻‍♂ 有興趣可以IG pm我 或 wts 51458138
 
 #請人 #搵工 #helper #屯門市 #廣場",fraud,Threads,zh
"請 Event Helper and Promoter ✅
 跟Project 做Roadshow 同Event 
 （做宣傳）
 一禮拜5日工作
 
 Full time $16000-$23500
 Part time: $75-95/hours
 
 正經Human resource 公司，無意或者揾hea工匆擾！
 大專或以上學歷和有經驗者優先考慮🙌🏻有意dm",fraud,Threads,zh
"個客銀行請admin!!
 
 📍尖沙咀
 
 五 天工作，準時收工，21K，至少2年admin 經驗，學歷high dip 
 
 有興趣PM我哋啦🙌",fraud,Threads,zh
"【急招！Event helper｜能即開工！】
 📅11-12月短期
 
 時薪：$120+福利+津贴
 時間：09:00-13:00｜13:00-17:00｜17:00-22:00（ 彈性更）
 
 有意者WhatsApp：5470 5926",fraud,Threads,zh
"😣現在還有人找不到工作嗎？
 😣怎麼都不來找我呢？
 
 💼職缺名稱：自助店收幣員
 💼工作內容：到店的機器內收幣跟放幣
 💼正職薪資：50000/月
 💼兼職薪資：500/時
 💼上班時間：可彈性排班
 💼工作地點：盡量安排在住的地方附近
 💼休假制度：每週休二日（六、日）見紅休",fraud,Threads,zh
"請人！急請店舖 Sales Associate🙌🏻🙌🏻
 
 嚟緊有唔同service line!!!!所以想請sales🤣
 📍歡迎18至25歲大專大學生✔
 🖇時間：FT(至少24日）PT(至少3日）
 📎薪金：$8000-$12000+大量bonus 
 
 最緊要肯學肯做唔怕羞🉐
 
 有興趣或者有frd搵緊工都可WhatsApp或者Ig dm🔛",fraud,Threads,zh
"賣場訂單超多的😭幫幫我
 急徵：賣場跟單助理
 薪資：250/小時（日結）
 遠端工作/不限地區/需成年
 不需要相關工作經驗兼職工作",fraud,Threads,zh
"揾醒目爽手香港人同事🇭🇰🙋🏻‍♀🙋🏻‍♂
 有幫手聖誕禮盒癡label,無任何經驗🤗
 做完即日出糧，環境又有冷氣❗
 
 薪資:115蚊/鐘,時間: 有包飯鐘
 09:00-17:00 
 13:00-21:00 
 17:00-01:00
 
 歡迎試工一日也冇問題😎,日日有工開
 有意直接whatsapp 9214 1753",fraud,Threads,zh
"🎅聖誕前招聘Event backup負責後備工作
 🔔有冇人有興趣了解下？？
 
 主要係擺展品、攤位支援、同維持下現場秩序
 4個鐘就收工 $440，收工即出 
 時段：09:00-13:00 / 13:00-17:00
 無需經驗，細心準時就得，男女都得
 
 我地都係炒散性質，好上手
 有興趣 WhatsApp：6424 8650",fraud,Threads,zh
"Threads驚爆請人‼‼‼‼‼✅
 招聘聖誕節活動助理 沙田/灣仔/旺角
 開工日期：2/11-31/12
 時薪：$100（收工即出，現金糧）
 10:00-18:00，12:00-20:00 自由揀自由報
 （每日約8小時，含1小時食飯時間）
 歡迎白紙 可以試工 男女都得 有禮 態度良好
 有意者請聯絡ws 9154 3214",fraud,Threads,zh
"全能的脆
 
 想請part time PA
 📌時間：一星期返兩至三日 
 📌地點： 牛頭角
 時薪可商議 ( 視乎工作經驗）
 
 📍主要工作
 🧷負責日常文書工作
 🧷負責招聘工作（如登廣告，接約面試生及安排面試行程等等） 
 
 有意請pm 再傾
 
 #請人 #搵工 #招聘 #新工 #Recuit #文職 #兼職",fraud,Threads,zh
"請人🚴Event helper Needed
 
 日期：15/10-31-10
 
 時間：0900 - 1800 (返工時間可商議）
 
 地點：朗豪坊
 
 時薪：$100/hr
 
 Dress code:公司有提供衫，自備黑色長褲，波鞋
 
 如有興趣歡迎Wts 6134 4061
 
 兼職 #請人",fraud,Threads,zh
"知名銀行分行CS 
 🤍 welcome fresh grad, 空姐/酒店/sales轉行 
 ‼ 五天工作 🤚🏻 
 
 📑 1-year contract (renewable) 
 🕘 830AM-530PM(mon-fri) / 
 830AM-1PM (sat) *其中5日
 📍中環 / 太古城分行
 💰 18-20k up (視乎經驗)
 
 ▪ 招待客人、進行分流
 ▪ 協助客人使用自助機服務
 ▪ 解答一般查詢
 
 🗣 流利英文、普通話 
 🗣 good CS skills. 
 
 📩 Pls send CV to 98557721. 
 https://wa.me/98557721",fraud,Threads,zh
"大角咀（近奧海城）popup 💫
 請人 請人 請人 📣
 歡迎長期兼職或全職都可以🙇🏻‍♂
 人工：$80/hr
 🙌🏻 過咗試用期有晉升加人工
 ⭐ 工作時間：星期一至星期日～10:00-22:00 🕣 （可半日）
 （有興趣嘅話工作時間都可以大家再夾吓）
 ⭐有薪食飯時間1小時 😋
 🙋🏻‍♂ 有興趣可以IG pm我 或 wts 95536845
 
 #請人 #搵工 #helper #奧海城 #大角咀",fraud,Threads,zh
"‼展覽會請人‼ 目前大量缺人手 🫡
 半更 09:00-13:00 日$400 個鐘100
 半更 13:00-17:00 日$400 個鐘100
 （日日都要人 一至七）4-8個鐘都可以
 擺設展品，協助維持秩序，處理展覽期間的物料統計及整理
 男女亦可 經驗不拘 好易上手 包飯
 有意請直接Whatsapp 9882 4175",fraud,Threads,zh
"請人 請人 請人
 我地請緊Part time Counter Service Officer‼
 香港大型Banking 🏦
 
 💰HKD 92/hr
 📍工作地點：馬鞍山
 🕘銀行營業時間
 
 ✅主要做櫃檯交易
 ✅1年合約（renewable)
 
 每月至少工作 40 小時
 相關經驗優先考慮‼
 
 📫歡迎DM or send CV to https://wa.me/85255063910 (55063910)",fraud,Threads,zh
"📢 📢📢 Threads召集‼
 
 搵緊 part-time 嘅你睇過嚟！
 我哋請緊 👉🏻「倉務助手＋執貨分貨員」👩🏻‍💻👨🏻‍💻
 唔難做，夠chill✌🏻
 
 你會做啲咩？
 份工超chill又唔hea，返工就係分貨、執貨、點貨～（無需交際、唔洗sell嘢）
 
 📍屯門 上水 觀塘 灣仔 沙田
 ⏰ 09：00—01：00
 日日可以返，每日最少4個鐘
 💰 時薪 HKD$90
 
 有興趣？
 💌 DM我 或 WhatsApp 👉🏻 6412 6994
 
 📎快D tag 你啲搵part-time嘅friend 一齊嚟🫶🏻",fraud,Threads,zh
"需要一班可靠、醒目又肯做嘅Event Helper！
 9:00-13:00 ／11:00-14:00／13:00-17:00 
 時薪$110 4個鐘至8個鐘任揀 
 活動檔期 28/10-20/11 結束！
 制服＋膳食＋茶水＋冷氣環境
 場地乾淨、有Show氣氛
 
 有意請 WhatsApp：97803417",fraud,Threads,zh
"哈囉各位朋友ฅ^•ﻌ•^ฅ～
 聽講【脆】呢度好多人都想搵工，仲見到好多係搵緊internship、promoter同sales marketing～機會嚟啦！
 我哋公司請sales assistants 喇！！🥺✨
 
 ✅ 只要你：肯學、唔怕醜（因為點都要對客㗎嘛）～
 ✅ 職位：全職 / 兼職 都歡迎！
 
 💰 薪金：
 全職：$15000 up + bonus💰
 兼職：$8000-$12000 + bonus💰
 
 有興趣連埋CV一次過DM我🙇🏻‍♂
 Dm wts 就會覆得最快✔",fraud,Threads,zh
"✨蛋撻包裝員✨
 （可全職/兼職）
 時薪：$85（即日出糧）
 時間：早更9-14/夜更17-22
 地區：荃灣/粉嶺/沙田/元朗/九龍
 📌職責：主要包裝蛋撻/貼label/檢查食品衛生
 📌福利：全更額外津貼100蚊/提供工服/交通津貼
 💥歡迎大學生溫兼職/年齡須滿17
 📱👉🏻有意WhatsApp；7099 4279",fraud,Threads,zh
"有冇d正常人搵緊工❓‼
 唔該嗰d安排咗返工嘅唔好搞失蹤喇，又話急要返工，安排咗又失蹤 ？宜家香港咁難搵到正常人返工⁉【真搵緊工嘅可以搵我、唔覆嘅 好心 唔該 唔好打攪喇🚫】
 
 活動helper 📍新界/九龍（包飯鐘）
 時薪 90蚊、即日出糧⚠唔拖數
 可以報一日、一日3鐘以上、自由報更
 19歲以上WhatsApp 44643719",fraud,Threads,zh
"自提點 男女店務員|急聘大量人手‼ 
 職責：掃碼入庫，接收速遞同商品，拆袋安排貨物上架
 
 即日出糧✅ 現金糧✅ 銀行過數✅
 人工：早更120/鐘 | 午更125/鐘 | 夜更130/鐘
 
 時間：日頭9點-凌晨3點 （自由報更）
 地點：油尖旺，元天屯，深水埗，葵涌，上水，港島，沙田
 福利：包膳食，1個鐘食飯休息，歡迎白紙，06年就返得
 
 lx歡迎試工whats app：6424 9926",fraud,Threads,zh
"工搵人！！ #marketing 
 
 Marketing Executive
 📍地點：九龍灣
 🧾要求：
 1至兩年marketing經驗
 FG also welcome
 💸人工：18k - 22/23k
  主要處理：social media, content, exhibition, etc
 幾個唔同嘅行業範疇都有，算係agency亦都係in-house
 
 有意請WhatsApp 9499 0428 Michael",fraud,Threads,zh
"有無人要搵工呀🥹
 分貨員helper（可兼職）
 
 日薪：$1030（收工即出）
 時間：自己揀，自由報更
 地區：觀塘| 荃灣| 元朗| 銅鑼灣｜沙田
 歡迎19歲以上，無需經驗，炒散，長期
 有意者請詢問WhatsApp: 54158224",fraud,Threads,zh
"急需人手‼聽講喺 threads好易請到人 ‼
  Pop-up Store兼職店務員請人‼
 📍 旺角/灣仔/屯門/啟德
 📅 11月起
 ⏰ 10:00 - 22:00（時間可議）
 💰 $800/日 可現金/過數🔥
 
 ✅ 19歲以上
 ✅ 每週最少1日
 ✅ 有禮貌・有責任心
 
 📲 有興趣 DM / Wts 6412 6994
 幫手轉發比啱嘅朋友🙏🏻💬",fraud,Threads,zh
"🌈【急招！活動助理🔥即開工】🌈
 📅 11–12月短期｜🕒 彈性更｜💰 時薪$110＋獎金
 
 ✨ 亮點夠晒吸引！
 ✅ 無需經驗｜即教即識做
 ✅ 做得多＝獎金多
 ✅ 靚場地活動｜識人增人脈
 ✅ 時間彈性｜學生/兼職都啱
 
 🎁 額外福利
 🎉 免費活動/品牌小禮物
 ⭐ 表現好有推薦信
 🍽 團隊飯局＋宵夜全包
 
 🚀 想做即報！
 📲 WhatsApp：5470 5926（Janice）
 📝 傳：「活動超人 + 姓名 + 可上班日」
 
 ⏳ 名額緊張！快人一步就係你～",fraud,Threads,zh
"仲有第二個option🎉
 
 都係輕鬆簡單工作～
 $100個鐘，冇錯係$100❗❗❗
 
 食品展覽 Event Helper👀～
 
 主要工作都係簡單嘢：
 介紹下展板吖同埋協助食品活動進行～
 
 日期：7月7日到9月7日 
 時間：09:00 - 21:00🕒
 
 優先考慮✨：
 返到晒日子✅
 識基本粵語/普通話✅
 誇張髮型/紋身❎
 
 有興趣留言DM我ws：9506 4797🫶🏻",fraud,Threads,zh
"聽講threads請人好驚爆‼‼‼
 需要數位（快閃店店務助理）炒散
 開工有提供制服，自備長褲波鞋
 $95/鐘（日結同Cash都得）
 地點：灣仔/九龍/天水圍
 9am-6pm/12pm-9pm（自由報更）
 有興趣直接WhatsApp：9285 5450",fraud,Threads,zh
"🎂 迷你蛋糕製作 / 包裝員 招聘中！ 🍰
 
 💰 時薪 $110／鐘（收工即日出糧）
 📍 地點：沙田｜元朗｜觀塘｜荃灣
 🕒 時間：
 早班：9:00 - 16:00
 夜班：16:00 - 23:00
 
 📞 有意請WhatsApp：4493 8846
 麻煩註明“申請迷你蛋糕包裝”",fraud,Threads,zh
"香港註冊公司5月份招聘
5月份工作4-7日
合符公司資格者人工5-10萬up
不影響正職工作上班上學
兼職人士 學生 家庭主婦都可以參加
有正職工作者優先錄取
快啲wtsapp :61950794 candice 🍬
",fraud,X,zh
"📚【漫畫簡體轉繁體校對員】
全遠端｜周休二日｜論件薪10K～120K🔥
把中國漫畫轉成台灣繁體字✨
邊追漫邊賺錢不是夢～
💼 無須經驗，照格式操作即可
#遠端工作 #兼職 #漫畫控必看",fraud,X,zh
緬甸高薪招聘熟練電信工程師/客服專員，月薪 5-10 萬人民幣，包吃住，提供簽證及機票，立即入職，經驗者身價更高達 54 萬元。,fraud,X,zh
四川/廣東木工速招！柬埔寨金邊酒店裝修項目，月薪 8000-12000 元人民幣，包機票住宿，經驗 3 年以上優先，工作 3 個月簽長期合約。,fraud,X,zh
在家遠距工作！故事配音員招募，無經驗可，時薪 100-200 元，提供腳本錄音，錄製後直接結算，適合學生/上班族兼職。,fraud,X,zh
中國移動外包客服專員，北京/深圳高薪招，月薪 8000-15000 元，朝九晚五，需查 3 年社保記錄，斷繳少於 6 個月者優先，包五險一金。,fraud,X,zh
"美國科技公司招軟體工程師，年薪 $120,000，遠距可，需付培訓費 500 美元驗證，經驗 2 年以上，立即入職提供 H1B 簽證支持。",fraud,X,zh
"加密錢包公司招 NodeJS 開發者，年薪 $100,000，遠距工作，提供腳本下載測試，經驗者優先，結算需驗證錢包地址。",fraud,X,zh
新加坡科技公司直招客服專員，月薪 1.2-1.8 萬人民幣，遠距面試，經驗不限，提供機票及住宿，入職後簽長期合約，針對中國/台灣護照持有者優先。,fraud,X,zh
"新西蘭本地公司招行政助理，年薪 NZ$70,000，內定優先但需走合規程序，遠距申請，面試後立即入職，提供簽證支持，適合有 2 年經驗者。",fraud,X,zh
"中環 FinTech 初創招數據輸入員，月薪 $25,000，WFH，需先登入公司雲端驗證身份，遠距簽約，包年終獎金。v",fraud,X,zh
銅鑼灣日式餐廳急招全職侍應，時薪 $65-$80，小費日結，無需經驗，面試當場試工，需付 $300 按金。,fraud,X,zh
"觀塘工業大廈招倉務文員，月薪 $16,000-$19,000，包膳食，需先轉帳 $800 買制服及開通系統，當日入職。",fraud,X,zh
"尖沙咀連鎖美容中心招顧問，底薪 $20,000 + 無上限佣金，無經驗培訓，入職即簽約，需帶身份證正本面試。",fraud,X,zh
"九龍倉集團直招客服，月薪 $18,000 起，朝九晚五，需先掃描二維碼下載內部 App 面試，港鐵直達，包雙糧。",fraud,X,zh
"中環寫字樓直招行政助理，月薪 $22,000-$28,000，無經驗可，遠距面試，入職前需付 $500 培訓費，MTR 站 1 分鐘，包 OT 津貼。",fraud,X,zh
"第一太平戴維斯物業管理有限公司
早更高級保安員/保安員
中環區商廈
早更0730 – 1630時
9小時工作，每周工作6天，勞假輪休。
月薪HK$18,000至HK$19,000（視乎職位及經驗而定），另加酌情性花紅，試用期後有醫療咭，7天年假。
每月經銀行自動轉賬準時出糧，工作穩定，不調盤。
學歷不拘，3-4年經驗，公司提供在職培訓。
一般商業大廈保安工作，日常巡樓，協助處理緊急事故，穿著制服。
流利廣東話、一般英語及普通話。
必須持有效保安人員許可證及QAS證書。
能即時上班者優先。
有意者請致電2949 0538與伍先生聯絡。",normal,Unknown,zh
"Job: 青衣凍倉 - 坐鏟/倉務

Pay: $700-800/day

Contact: WhatsApp 54285463",normal,Unknown,zh
"Job: 第一太平戴維斯 - 高級保安員/保安員

Location: 中環商廈

Pay: $18,000-19,000/month

Contact: 2949 0538 (伍先生)",normal,Unknown,zh
"Job: 倉務跟車

Pay: $17,000/month (包勤工，獎金)

Contact: 9843 3833 / 5994 0009 (劉小姐)",normal,Unknown,zh
"Job: 招聘寵物司機

Requirements: 需自備車輛, 1,2號駕駛執照",normal,Unknown,zh
"Job: 旺角桌球會場務員 (晚班)

Shift: 18:00-04:00

Contact: 94925814 蘇生",normal,Unknown,zh
"泰西東南亞cafe
工作地點
尖沙咀.銅鑼灣
-店長
薪金面議 視乎經驗
另設勤工1000
管理獎金2000
-副經理23000起
另設勤工1000
管理獎金1000
-*每天工作時間9小時(另6O分鐘飯鐘）
-*包福食
-*生日假
-*無需落場
-*有薪假期
-*有營業獎金
-*有加班津貼
-*滿3個月後有大假
生日假,生日利是
-*每月6日假期
-*有良好晉升機會
-*隨工作表現調升薪金
-*同事容易相處、和諧 
****即時上班優先****
有意請WhatsApp 
相關工作資料
: 67972397",normal,Unknown,zh
"空缺: 大量
編號 :
23-25-0019623 MI
日期 :
07/11/2025
職位 :
護理員**
公司/僱主名稱 :
百樂護老院有限公司
地區 :
土瓜灣
行業 :
其他社區及社會服務業
職責 :
協助院舍住客的個人衞生護理，包括洗澡、如廁、換片、牙齒及口腔護理、刷牙、洗頭、剪髮、穿脫衣服和整理儀容、剃鬚、修剪指甲等;為院舍住客陪診及送診; 照顧院舍住客日常生活起居，包括餵食、扶抱、位置轉移、轉身等
資歷 :
小六程度; 一般粵語; 略懂讀寫中文
待遇 :
每月$15,500, 有超時工作津貼(夜班休息時間: 20:00-21:00,24:00-01:00,5:00-6:00), 上午7時至下午7時或下午7時至上午7時, 每週工作6天,輪休,每天工作9小時(間中需要超時工作1小時), 日班休息時間: 08:00-09:00,12:00-13:00,17:00-18:00
申請須知 :
求職者可致電96883232與百樂護老院有限公司李小姐聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
"空缺: 1 個
編號 :
11-25-0016441 TE 兼職
日期 :
28/10/2025
職位 :
幼稚園普通話老師**
公司/僱主名稱 :
瑪利亞蒙特梭利教育機構有限公司
地區 :
天后
行業 :
教育服務業
職責 :
負責教學生中文 聽、說、讀、寫 ; 協助課堂安排(考獲普通話水平測試二甲或以上優先)
資歷 :
專上教育：文憑/證書; 1年經驗; 一般粵語; 良好普通話; 懂讀寫中文; 完成合格幼稚園教師培訓課程; 持有學位教師教育文憑; 普通話達母語程度 ; 良好中文書寫技巧，有愛心，有良好和孩子交流技巧，有責任感
待遇 :
每小時$80.00 - $100.00, 星期一至五: 上午8時至中午12時及星期六: 上午8時半至下午1時, 每週工作5天至6天, 每天工作 4-4.5 小時
申請須知 :
求職者可電郵(hr@icms.edu.hk)履歷表給瑪利亞蒙特梭利教育機構有限公司。如要索取收集個人資料聲明, 請與周先生(Email)聯絡。
備註 :
** 僱主可就此職位空缺申請參加「中高齡就業計劃」，歡迎中高齡求職人士應徵。",normal,Unknown,zh
